iter	Passed	Remaining
1671	12482	2448
1672	12489	2441
1673	12496	2433
1674	12503	2426
1675	12510	2418
1676	12518	2411
1677	12525	2403
1678	12531	2395
1679	12538	2388
1680	12546	2380
1681	12553	2373
1682	12560	2365
1683	12567	2358
1684	12574	2350
1685	12582	2343
1686	12589	2335
1687	12596	2328
1688	12603	2320
1689	12610	2313
1690	12618	2305
1691	12625	2298
1692	12632	2290
1693	12640	2283
1694	12647	2275
1695	12654	2268
1696	12661	2260
1697	12668	2253
1698	12675	2245
1699	12681	2237
1700	12689	2230
1701	12697	2223
1702	12705	2215
1703	12712	2208
1704	12719	2200
1705	12725	2193
1706	12731	2185
1707	12739	2178
1708	12747	2170
1709	12753	2162
1710	12760	2155
1711	12767	2147
1712	12774	2140
1713	12781	2132
1714	12787	2125
1715	12794	2117
1716	12800	2109
1717	12808	2102
1718	12815	2094
1719	12822	2087
1720	12829	2079
1721	12836	2072
1722	12843	2064
1723	12851	2057
1724	12858	2049
1725	12865	2042
1726	12872	2034
1727	12878	2027
1728	12886	2019
1729	12892	2012
1730	12900	2004
1731	12906	1997
1732	12912	1989
1733	12919	1981
1734	12927	1974
1735	12935	1967
1736	12941	1959
1737	12949	1952
1738	12956	1944
1739	12963	1937
1740	12970	1929
1741	12976	1921
1742	12983	1914
1743	12990	1906
1744	12997	1899
1745	13003	1891
1746	13011	1884
1747	13019	1876
1748	13026	1869
1749	13035	1862
1750	13042	1854
1751	13050	1847
1752	13057	1839
1753	13064	1832
1754	13072	1824
1755	13079	1817
1756	13085	1809
1757	13092	1802
1758	13099	1794
1759	13107	1787
1760	13114	1779
1761	13121	1772
1762	13128	1764
1763	13136	1757
1764	13143	1749
1765	13150	1742
1766	13157	1735
1767	13165	1727
1768	13172	1720
1769	13179	1712
1770	13186	1705
1771	13193	1697
1772	13200	1690
1773	13208	1682
1774	13215	1675
1775	13222	1667
1776	13229	1660
1777	13236	1652
1778	13243	1645
1779	13251	1637
1780	13258	1630
1781	13267	1623
1782	13275	1615
1783	13281	1608
1784	13289	1600
1785	13296	1593
1786	13302	1585
1787	13309	1578
1788	13317	1570
1789	13323	1563
1790	13331	1555
1791	13337	1548
1792	13345	1540
1793	13354	1533
1794	13360	1525
1795	13369	1518
1796	13375	1510
1797	13382	1503
1798	13388	1495
1799	13395	1488
1800	13402	1480
1801	13409	1473
1802	13415	1465
1803	13423	1458
1804	13430	1450
1805	13437	1443
1806	13443	1435
1807	13450	1428
1808	13457	1420
1809	13464	1413
1810	13471	1405
1811	13478	1398
1812	13484	1390
1813	13491	1383
1814	13499	1375
1815	13506	1368
1816	13514	1361
1817	13521	1353
1818	13528	1346
1819	13535	1338
1820	13542	1331
1821	13550	1323
1822	13556	1316
1823	13564	1308
1824	13570	1301
1825	13577	1293
1826	13584	1286
1827	13592	1278
1828	13600	1271
1829	13607	1264
1830	13614	1256
1831	13621	1249
1832	13628	1241
1833	13635	1234
1834	13642	1226
1835	13649	1219
1836	13656	1211
1837	13664	1204
1838	13670	1196
1839	13677	1189
1840	13684	1181
1841	13692	1174
1842	13700	1167
1843	13707	1159
1844	13713	1152
1845	13721	1144
1846	13728	1137
1847	13736	1129
1848	13745	1122
1849	13752	1115
1850	13758	1107
1851	13765	1100
1852	13772	1092
1853	13780	1085
1854	13788	1077
1855	13796	1070
1856	13803	1062
1857	13810	1055
1858	13817	1048
1859	13824	1040
1860	13831	1033
1861	13838	1025
1862	13846	1018
1863	13852	1010
1864	13860	1003
1865	13867	995
1866	13874	988
1867	13882	980
1868	13889	973
1869	13896	966
1870	13904	958
1871	13911	951
1872	13919	943
1873	13925	936
1874	13932	928
1875	13939	921
1876	13946	913
1877	13953	906
1878	13961	899
1879	13967	891
1880	13975	884
1881	13982	876
1882	13988	869
1883	13995	861
1884	14001	854
1885	14008	846
1886	14016	839
1887	14023	831
1888	14030	824
1889	14040	817
1890	14047	809
1891	14053	802
1892	14062	794
1893	14069	787
1894	14076	779
1895	14083	772
1896	14090	765
1897	14098	757
1898	14105	750
1899	14113	742
1900	14120	735
1901	14128	727
1902	14135	720
1903	14143	713
1904	14149	705
1905	14158	698
1906	14165	690
1907	14172	683
1908	14179	675
1909	14187	668
1910	14194	661
1911	14201	653
1912	14210	646
1913	14216	638
1914	14224	631
1915	14231	623
1916	14239	616
1917	14247	609
1918	14254	601
1919	14262	594
1920	14268	586
1921	14275	579
1922	14281	571
1923	14288	564
1924	14295	556
1925	14302	549
1926	14309	542
1927	14316	534
1928	14324	527
1929	14331	519
1930	14339	512
1931	14346	504
1932	14353	497
1933	14361	490
1934	14368	482
1935	14375	475
1936	14382	467
1937	14389	460
1938	14396	452
1939	14404	445
1940	14411	438
1941	14418	430
1942	14425	423
1943	14432	415
1944	14439	408
1945	14446	400
1946	14454	393
1947	14461	386
1948	14468	378
1949	14475	371
1950	14483	363
1951	14490	356
1952	14497	348
1953	14505	341
1954	14512	334
1955	14520	326
1956	14527	319
1957	14534	311
1958	14541	304
1959	14548	296
1960	14556	289
1961	14564	282
1962	14571	274
1963	14579	267
1964	14587	259
1965	14594	252
1966	14601	244
1967	14610	237
1968	14617	230
1969	14625	222
1970	14632	215
1971	14639	207
1972	14647	200
1973	14654	193
1974	14661	185
1975	14669	178
1976	14676	170
1977	14683	163
1978	14689	155
1979	14697	148
1980	14703	141
1981	14710	133
1982	14717	126
1983	14724	118
1984	14731	111
1985	14739	103
1986	14746	96
1987	14754	89
1988	14761	81
1989	14769	74
1990	14776	66
1991	14783	59
1992	14790	51
1993	14797	44
1994	14804	37
1995	14811	29
1996	14818	22
1997	14825	14
1998	14832	7
1999	14839	0
