iter	MultiClass
1505	0.6229821863
1506	0.6229231213
1507	0.6228782386
1508	0.6228522375
1509	0.6228217826
1510	0.6227820612
1511	0.6227402012
1512	0.6226877171
1513	0.622654553
1514	0.6226123989
1515	0.6225898068
1516	0.6225526142
1517	0.6225163537
1518	0.6224728773
1519	0.6224390724
1520	0.622397638
1521	0.6223452964
1522	0.6223103259
1523	0.622275074
1524	0.6222521446
1525	0.6222291505
1526	0.6221771324
1527	0.6221443676
1528	0.6221127048
1529	0.6220805591
1530	0.6220576801
1531	0.6220254809
1532	0.6219714561
1533	0.6219380409
1534	0.6219079795
1535	0.6218669169
1536	0.6218156167
1537	0.6217762693
1538	0.621726359
1539	0.6217074319
1540	0.6216767748
1541	0.6216466793
1542	0.6216269261
1543	0.621588735
1544	0.6215537145
1545	0.6215251228
1546	0.6214903396
1547	0.6214658476
1548	0.6214344801
1549	0.621383735
1550	0.6213479025
1551	0.6213044388
1552	0.6212699271
1553	0.6212350385
1554	0.6211919009
1555	0.6211585268
1556	0.6211126162
1557	0.6210838396
1558	0.6210305364
1559	0.6209944758
1560	0.6209576395
1561	0.6209321021
1562	0.6208948062
1563	0.6208808017
1564	0.6208421547
1565	0.6208071833
1566	0.6207748303
1567	0.6207517676
1568	0.6207133494
1569	0.6206827295
1570	0.6206632173
1571	0.6206173966
1572	0.6206015117
1573	0.6205645174
1574	0.6205289928
1575	0.6204801579
1576	0.6204516325
1577	0.6204193488
1578	0.6203892301
1579	0.6203612082
1580	0.6203308548
1581	0.6203065387
1582	0.6202803907
1583	0.6202536234
1584	0.6202274066
1585	0.620196941
1586	0.6201542538
1587	0.620132504
1588	0.6200942769
1589	0.6200716364
1590	0.6200402408
1591	0.6199952867
1592	0.6199371221
1593	0.6199075239
1594	0.6198715076
1595	0.6198387357
1596	0.6197857267
1597	0.6197447215
1598	0.6197099486
1599	0.6196840112
1600	0.6196629597
1601	0.6196289085
1602	0.6195996757
1603	0.6195737072
1604	0.6195230007
1605	0.6194967635
1606	0.6194724145
1607	0.6194417912
1608	0.6194135888
1609	0.6193699311
1610	0.6193243576
1611	0.6192990019
1612	0.6192659251
1613	0.6192324693
1614	0.6191948553
1615	0.6191699782
1616	0.6191366725
1617	0.6191186124
1618	0.619093897
1619	0.619068592
1620	0.6190405228
1621	0.6190068972
1622	0.6189709956
1623	0.6189299719
1624	0.6189052673
1625	0.618880566
1626	0.6188434277
1627	0.6188064376
1628	0.6187888887
1629	0.6187543098
1630	0.6187188088
1631	0.6186935129
1632	0.6186754211
1633	0.6186462471
1634	0.6186115209
1635	0.6185744327
1636	0.6185439119
1637	0.6185128626
1638	0.6184779729
1639	0.6184446394
1640	0.6183998096
1641	0.6183673492
1642	0.6183337121
1643	0.6182985187
1644	0.6182694439
1645	0.6182348907
1646	0.6182086515
1647	0.618192459
1648	0.6181324942
1649	0.6181034276
1650	0.6180719307
1651	0.6180411161
1652	0.6180108454
1653	0.617990191
1654	0.6179477923
1655	0.6179251656
1656	0.6179006728
1657	0.6178774474
1658	0.617848429
1659	0.6178062536
1660	0.6177717159
1661	0.6177288565
1662	0.6176951429
1663	0.6176759343
1664	0.6176600975
1665	0.6176286094
1666	0.6176149453
1667	0.6175898004
1668	0.6175620125
1669	0.6175427473
1670	0.6175136636
1671	0.6174770242
1672	0.617458315
1673	0.6174377827
1674	0.6174059364
1675	0.6173587958
1676	0.6173089349
1677	0.6172775605
1678	0.6172569684
1679	0.6172346101
1680	0.6171755413
1681	0.6171487086
1682	0.6170986693
1683	0.6170672847
1684	0.6170351713
1685	0.6169803918
1686	0.6169557846
1687	0.6169442558
1688	0.6168928869
1689	0.6168721877
1690	0.6168463645
1691	0.6168175216
1692	0.6167954737
1693	0.6167594526
1694	0.6167190434
1695	0.616696466
1696	0.6166706439
1697	0.6166477153
1698	0.616603904
1699	0.6165833596
1700	0.6165478499
1701	0.6165083234
1702	0.6164682032
1703	0.6164482631
1704	0.6164188825
1705	0.6164000146
1706	0.6163784867
1707	0.6163378817
1708	0.6163267267
1709	0.6163150452
1710	0.6162889568
1711	0.6162548178
1712	0.6162243612
1713	0.616193379
1714	0.6161731414
1715	0.6161426344
1716	0.6161217135
1717	0.6160879569
1718	0.6160381111
1719	0.6160230656
1720	0.6159988023
1721	0.6159815655
1722	0.6159184003
1723	0.6159047927
1724	0.615875053
1725	0.6158397377
1726	0.6158078851
1727	0.6157875556
1728	0.615754295
1729	0.6157217863
1730	0.615696656
1731	0.6156773287
1732	0.6156625931
1733	0.6156188755
1734	0.6156022711
1735	0.6155754669
1736	0.6155464883
1737	0.6155211803
1738	0.6154930618
1739	0.6154620008
1740	0.6154495317
1741	0.6154218938
1742	0.6154024953
1743	0.6153739299
1744	0.615343672
1745	0.615317531
1746	0.6152817566
1747	0.615249023
1748	0.6152222536
1749	0.6151895329
1750	0.6151720622
1751	0.6151336244
1752	0.6151117121
1753	0.6150719205
1754	0.6150394463
1755	0.6150040221
1756	0.6149761038
1757	0.6149540006
1758	0.6149095105
1759	0.6148599963
1760	0.6148168575
1761	0.614787503
1762	0.6147585467
1763	0.6147309732
1764	0.6147150308
1765	0.6146950676
1766	0.6146720679
1767	0.6146429479
1768	0.6146190001
1769	0.6145972513
1770	0.6145494664
1771	0.6145199334
1772	0.6144958065
1773	0.6144658258
1774	0.6144336235
1775	0.6144122737
1776	0.614370352
1777	0.6143410184
1778	0.6143207322
1779	0.6142907185
1780	0.6142402947
1781	0.614190808
1782	0.6141597443
1783	0.6141414838
1784	0.6141137772
1785	0.6140920286
1786	0.6140695116
1787	0.6140420501
1788	0.6140109976
1789	0.6139943001
1790	0.6139695335
1791	0.6139441239
1792	0.6139004907
1793	0.6138454148
1794	0.6138289168
1795	0.6137723921
1796	0.613748723
1797	0.6136908259
1798	0.6136676691
1799	0.6136340928
1800	0.613604644
1801	0.6135756433
1802	0.6135597981
1803	0.6135332309
1804	0.6135076767
1805	0.6134932219
1806	0.6134764686
1807	0.6134520417
1808	0.613419615
1809	0.6134052892
1810	0.6133743224
1811	0.6133458794
1812	0.6133212352
1813	0.6132967167
1814	0.6132737393
1815	0.6132456653
1816	0.6132254958
1817	0.6131889961
1818	0.6131625997
1819	0.6131165185
1820	0.6130833654
1821	0.6130452568
1822	0.6130279826
1823	0.6129910716
1824	0.6129666912
1825	0.612941842
1826	0.612910071
1827	0.6128702077
1828	0.6128202215
1829	0.6127974779
1830	0.6127770699
1831	0.6127483825
1832	0.6127160558
1833	0.6126841968
1834	0.6126531476
1835	0.612632607
1836	0.6126123465
1837	0.6125846869
1838	0.6125360162
1839	0.6125133633
1840	0.6124911704
1841	0.6124526758
1842	0.612421749
1843	0.6123868962
1844	0.6123724217
1845	0.6123379329
1846	0.6123165642
1847	0.6122817958
1848	0.6122527255
1849	0.6122278921
1850	0.6122085965
1851	0.6121888663
1852	0.6121549892
1853	0.6121228263
1854	0.6120740176
1855	0.6120404656
1856	0.6119846137
1857	0.6119632385
1858	0.6119204294
1859	0.611901478
1860	0.6118857038
1861	0.6118778782
1862	0.6118451206
1863	0.6118131933
1864	0.6117847804
1865	0.6117606983
1866	0.6117319745
1867	0.6116819311
1868	0.6116491138
1869	0.6115961588
1870	0.6115555669
1871	0.6115185606
1872	0.6114686763
1873	0.6114503821
1874	0.6114241528
1875	0.611398796
1876	0.6113801507
1877	0.6113604185
1878	0.6113293685
1879	0.6113094304
1880	0.6112835341
1881	0.6112506184
1882	0.6112278794
1883	0.611202993
1884	0.6111776022
1885	0.6111546081
1886	0.6111191634
1887	0.611095032
1888	0.6110720643
1889	0.6110518071
1890	0.6110252645
1891	0.6110086158
1892	0.6109554158
1893	0.6109302922
1894	0.6108949896
1895	0.6108558621
1896	0.6108214939
1897	0.6107866937
1898	0.6107618274
1899	0.6107069262
1900	0.610689873
1901	0.6106585125
1902	0.6106351689
1903	0.6106097905
1904	0.6105818074
1905	0.6105548968
1906	0.610539968
1907	0.6105229852
1908	0.610496735
1909	0.6104667614
1910	0.6104376368
1911	0.6103977913
1912	0.6103633931
1913	0.6103389746
1914	0.6103123805
1915	0.6102714895
1916	0.6102527717
1917	0.6102281868
1918	0.6102012494
1919	0.6101742496
1920	0.6101510918
1921	0.6101186672
1922	0.610099151
1923	0.6100868489
1924	0.6100717354
1925	0.6100555833
1926	0.6100292613
1927	0.6100033081
1928	0.6099518098
1929	0.6099208882
1930	0.6098926688
1931	0.6098607144
1932	0.6098253103
1933	0.6097862519
1934	0.6097571437
1935	0.6097306165
1936	0.6096885355
1937	0.6096617702
1938	0.6096408106
1939	0.6095966008
1940	0.6095654316
1941	0.6095396622
1942	0.6095138717
1943	0.6094838614
1944	0.6094668967
1945	0.6094420452
1946	0.6094177653
1947	0.6094016162
1948	0.609372346
1949	0.6093521564
1950	0.6093278694
1951	0.6093007622
1952	0.6092789899
1953	0.609246315
1954	0.6092057112
1955	0.6091629735
1956	0.6091297266
1957	0.6091030513
1958	0.6090656142
1959	0.6090291121
1960	0.6089992965
1961	0.6089588451
1962	0.6089378951
1963	0.6089087825
1964	0.6088668419
1965	0.6088285156
1966	0.6088073766
1967	0.6087629823
1968	0.6087359315
1969	0.608697453
1970	0.6086564579
1971	0.6086250482
1972	0.6086043431
1973	0.6085763461
1974	0.6085556805
1975	0.6085141379
1976	0.6084949443
1977	0.6084634389
1978	0.6084408154
1979	0.6084125888
1980	0.6083845605
1981	0.6083534795
1982	0.6083296329
1983	0.6083057135
1984	0.6082936227
1985	0.6082722891
1986	0.6082360752
1987	0.6082099383
1988	0.6081734599
1989	0.6081509408
1990	0.6081129415
1991	0.6080835722
1992	0.6080562548
1993	0.6080293696
1994	0.6080074488
1995	0.6079856078
1996	0.6079689381
1997	0.6079443924
1998	0.6079208959
1999	0.6079031443
