iter	Passed	Remaining
1672	13955	2727
1673	13963	2719
1674	13971	2710
1675	13978	2702
1676	13986	2693
1677	13994	2685
1678	14002	2677
1679	14009	2668
1680	14018	2660
1681	14025	2651
1682	14035	2643
1683	14044	2635
1684	14053	2627
1685	14062	2618
1686	14069	2610
1687	14076	2601
1688	14084	2593
1689	14091	2584
1690	14099	2576
1691	14107	2567
1692	14114	2559
1693	14121	2550
1694	14129	2542
1695	14137	2534
1696	14145	2525
1697	14153	2517
1698	14161	2508
1699	14168	2500
1700	14176	2491
1701	14185	2483
1702	14193	2475
1703	14201	2466
1704	14208	2458
1705	14216	2449
1706	14224	2441
1707	14233	2433
1708	14241	2424
1709	14248	2416
1710	14255	2407
1711	14262	2399
1712	14270	2390
1713	14277	2382
1714	14284	2373
1715	14291	2365
1716	14298	2356
1717	14305	2348
1718	14314	2340
1719	14323	2331
1720	14330	2323
1721	14338	2314
1722	14345	2306
1723	14353	2297
1724	14361	2289
1725	14370	2281
1726	14378	2272
1727	14385	2264
1728	14393	2256
1729	14401	2247
1730	14409	2239
1731	14416	2230
1732	14423	2222
1733	14432	2213
1734	14440	2205
1735	14448	2197
1736	14455	2188
1737	14464	2180
1738	14471	2172
1739	14480	2163
1740	14487	2155
1741	14495	2146
1742	14503	2138
1743	14511	2130
1744	14519	2121
1745	14527	2113
1746	14535	2104
1747	14544	2096
1748	14551	2088
1749	14561	2080
1750	14567	2071
1751	14575	2063
1752	14583	2054
1753	14590	2046
1754	14598	2037
1755	14605	2029
1756	14613	2021
1757	14620	2012
1758	14627	2004
1759	14635	1995
1760	14642	1987
1761	14650	1978
1762	14658	1970
1763	14666	1962
1764	14673	1953
1765	14682	1945
1766	14689	1937
1767	14697	1928
1768	14705	1920
1769	14712	1911
1770	14719	1903
1771	14727	1895
1772	14735	1886
1773	14742	1878
1774	14751	1869
1775	14759	1861
1776	14766	1853
1777	14774	1844
1778	14781	1836
1779	14788	1827
1780	14797	1819
1781	14806	1811
1782	14815	1803
1783	14822	1794
1784	14833	1786
1785	14842	1778
1786	14850	1770
1787	14858	1761
1788	14868	1753
1789	14877	1745
1790	14885	1737
1791	14894	1728
1792	14901	1720
1793	14911	1712
1794	14917	1703
1795	14926	1695
1796	14933	1687
1797	14941	1678
1798	14948	1670
1799	14956	1661
1800	14964	1653
1801	14971	1645
1802	14979	1636
1803	14986	1628
1804	14994	1619
1805	15001	1611
1806	15008	1603
1807	15016	1594
1808	15024	1586
1809	15030	1577
1810	15039	1569
1811	15048	1561
1812	15055	1552
1813	15063	1544
1814	15071	1536
1815	15079	1527
1816	15087	1519
1817	15095	1511
1818	15102	1502
1819	15110	1494
1820	15118	1486
1821	15126	1477
1822	15134	1469
1823	15142	1461
1824	15149	1452
1825	15157	1444
1826	15165	1435
1827	15173	1427
1828	15182	1419
1829	15190	1411
1830	15197	1402
1831	15205	1394
1832	15212	1385
1833	15221	1377
1834	15228	1369
1835	15235	1360
1836	15243	1352
1837	15250	1344
1838	15258	1335
1839	15265	1327
1840	15273	1319
1841	15281	1310
1842	15290	1302
1843	15297	1294
1844	15305	1285
1845	15313	1277
1846	15320	1269
1847	15328	1260
1848	15336	1252
1849	15344	1244
1850	15351	1235
1851	15358	1227
1852	15366	1219
1853	15373	1210
1854	15381	1202
1855	15389	1194
1856	15397	1185
1857	15405	1177
1858	15412	1169
1859	15419	1160
1860	15426	1152
1861	15433	1143
1862	15441	1135
1863	15448	1127
1864	15457	1118
1865	15465	1110
1866	15473	1102
1867	15481	1093
1868	15489	1085
1869	15497	1077
1870	15506	1069
1871	15514	1060
1872	15522	1052
1873	15529	1044
1874	15537	1035
1875	15544	1027
1876	15552	1019
1877	15559	1010
1878	15567	1002
1879	15574	994
1880	15583	985
1881	15590	977
1882	15597	969
1883	15605	960
1884	15612	952
1885	15619	944
1886	15627	935
1887	15635	927
1888	15643	919
1889	15650	910
1890	15659	902
1891	15665	894
1892	15673	885
1893	15681	877
1894	15689	869
1895	15697	861
1896	15704	852
1897	15711	844
1898	15720	836
1899	15728	827
1900	15736	819
1901	15745	811
1902	15753	802
1903	15760	794
1904	15768	786
1905	15775	778
1906	15783	769
1907	15791	761
1908	15798	753
1909	15805	744
1910	15813	736
1911	15821	728
1912	15828	719
1913	15835	711
1914	15843	703
1915	15851	694
1916	15858	686
1917	15865	678
1918	15873	670
1919	15881	661
1920	15888	653
1921	15896	645
1922	15903	636
1923	15911	628
1924	15919	620
1925	15926	611
1926	15935	603
1927	15943	595
1928	15951	587
1929	15959	578
1930	15968	570
1931	15975	562
1932	15983	554
1933	15991	545
1934	15999	537
1935	16007	529
1936	16023	521
1937	16031	512
1938	16039	504
1939	16047	496
1940	16054	488
1941	16061	479
1942	16069	471
1943	16076	463
1944	16083	454
1945	16091	446
1946	16099	438
1947	16106	429
1948	16114	421
1949	16121	413
1950	16128	405
1951	16136	396
1952	16144	388
1953	16151	380
1954	16159	371
1955	16168	363
1956	16176	355
1957	16183	347
1958	16191	338
1959	16198	330
1960	16207	322
1961	16215	314
1962	16223	305
1963	16231	297
1964	16239	289
1965	16247	280
1966	16254	272
1967	16264	264
1968	16272	256
1969	16280	247
1970	16288	239
1971	16295	231
1972	16304	223
1973	16311	214
1974	16320	206
1975	16328	198
1976	16336	190
1977	16344	181
1978	16352	173
1979	16360	165
1980	16367	156
1981	16375	148
1982	16382	140
1983	16389	132
1984	16397	123
1985	16404	115
1986	16412	107
1987	16419	99
1988	16428	90
1989	16436	82
1990	16444	74
1991	16451	66
1992	16459	57
1993	16468	49
1994	16476	41
1995	16483	33
1996	16490	24
1997	16498	16
1998	16506	8
1999	16513	0
