iter	MultiClass
296	0.6907158865
297	0.6905396225
298	0.6903226904
299	0.6901521858
300	0.6900110048
301	0.6898730694
302	0.6896116762
303	0.6894145768
304	0.6892442849
305	0.6890081655
306	0.6888169851
307	0.6886794407
308	0.6884923943
309	0.6883291035
310	0.6881449074
311	0.6879718658
312	0.6877636404
313	0.6875748191
314	0.6873440235
315	0.6872122482
316	0.6870181284
317	0.686869645
318	0.6866708774
319	0.6865229175
320	0.6863906154
321	0.6862499368
322	0.6860927457
323	0.6859411863
324	0.6857976366
325	0.685630383
326	0.6854572076
327	0.6853260253
328	0.6852097597
329	0.6850242001
330	0.684885778
331	0.6847526403
332	0.6846008069
333	0.6844675009
334	0.6842749186
335	0.6841866847
336	0.6840475228
337	0.6839365498
338	0.6837598617
339	0.6836420369
340	0.6835146224
341	0.6833825437
342	0.6832296813
343	0.683098182
344	0.6829972801
345	0.6828194246
346	0.6826527224
347	0.6824739645
348	0.6823292375
349	0.6822040023
350	0.6820952034
351	0.6819281002
352	0.6817812973
353	0.681615727
354	0.6814592843
355	0.6813237914
356	0.6811482297
357	0.6810186364
358	0.6809098277
359	0.6807841738
360	0.6806104141
361	0.6804885092
362	0.6803626705
363	0.680212067
364	0.6801068503
365	0.6799170246
366	0.6798172964
367	0.6797271376
368	0.6795645144
369	0.6794557988
370	0.6792752603
371	0.6792015436
372	0.6791398337
373	0.6789993938
374	0.6789049277
375	0.6788471827
376	0.6787546614
377	0.6786595169
378	0.678459853
379	0.6783196669
380	0.6782246567
381	0.6781190961
382	0.6779653994
383	0.6778576064
384	0.6777537402
385	0.6776226251
386	0.677519066
387	0.6774160985
388	0.6773292257
389	0.6772242659
390	0.6770966938
391	0.6769922937
392	0.6768465735
393	0.6767652118
394	0.6766681431
395	0.6765761989
396	0.6764762083
397	0.6763504328
398	0.6762317316
399	0.6761501923
400	0.6760664971
401	0.6759814226
402	0.6758881078
403	0.6757456709
404	0.6756186362
405	0.6755280674
406	0.6754560564
407	0.6753152196
408	0.6751761128
409	0.6750539361
410	0.6749336041
411	0.6748425255
412	0.6747105798
413	0.6745924575
414	0.674466794
415	0.6743654925
416	0.6742675794
417	0.6741937309
418	0.6741170617
419	0.6740282317
420	0.6738971657
421	0.673819602
422	0.6737547756
423	0.6736460268
424	0.6735183589
425	0.6733995887
426	0.6733027643
427	0.6731935464
428	0.6730917872
429	0.6729831638
430	0.6729209808
431	0.6728176332
432	0.67269286
433	0.6725922969
434	0.6724637782
435	0.6723771369
436	0.6723140369
437	0.6721950682
438	0.6720488781
439	0.6719446261
440	0.6718517038
441	0.6717854023
442	0.6716959185
443	0.6716175781
444	0.6715761691
445	0.6714561746
446	0.6713551924
447	0.6712605849
448	0.6711386487
449	0.6710613656
450	0.670953367
451	0.6708639704
452	0.6707840048
453	0.6707192995
454	0.670625931
455	0.6705651458
456	0.6704541509
457	0.670365198
458	0.6702855247
459	0.6701408375
460	0.6700093129
461	0.6699282607
462	0.6698155543
463	0.6697566264
464	0.6697117277
465	0.6696591752
466	0.669571418
467	0.6694496646
468	0.6693891591
469	0.6692907555
470	0.6691910281
471	0.6691080397
472	0.6690251946
473	0.6689805309
474	0.6689065286
475	0.6688637876
476	0.6687480207
477	0.6686775059
478	0.6685437171
479	0.6684453995
480	0.6683734384
481	0.6682906377
482	0.6682221229
483	0.6681374844
484	0.66801615
485	0.6679323216
486	0.6678813518
487	0.6677891015
488	0.6677167364
489	0.6676645434
490	0.6675876069
491	0.6675094739
492	0.6674084547
493	0.6673659649
494	0.6672908305
495	0.6672191978
496	0.667105792
497	0.6670259573
498	0.6669650451
499	0.6669031528
500	0.6668404685
501	0.6667896349
502	0.6667368215
503	0.6666081416
504	0.6664924812
505	0.6663914572
506	0.6662988672
507	0.6662115829
508	0.6661585507
509	0.6661050755
510	0.6660666478
511	0.6660156098
512	0.6659215871
513	0.6658538841
514	0.6657939256
515	0.6657144114
516	0.665656052
517	0.6655724215
518	0.6654900571
519	0.6654400213
520	0.6653665909
521	0.665287941
522	0.6651897619
523	0.6651217735
524	0.6650495914
525	0.664982254
526	0.6649111137
527	0.6648199241
528	0.6647722502
529	0.6646864389
530	0.6646263779
531	0.6645627933
532	0.6645125593
533	0.6644443124
534	0.6643704734
535	0.6643045178
536	0.6642176744
537	0.664123352
538	0.6640216798
539	0.6639144833
540	0.6638480852
541	0.6638119061
542	0.6637013855
543	0.6636377313
544	0.6635901393
545	0.6634920988
546	0.6634441686
547	0.6634000879
548	0.6633110595
549	0.6632289135
550	0.6631663549
551	0.6631313745
552	0.6630684456
553	0.6629868235
554	0.6629231231
555	0.6628600525
556	0.6628012335
557	0.6627422957
558	0.6626450318
559	0.6625653464
560	0.6624957593
561	0.6624520006
562	0.6623807273
563	0.6623286712
564	0.6622544983
565	0.6622013626
566	0.6621372441
567	0.66209656
568	0.6620589446
569	0.6619847504
570	0.6618966436
571	0.6618314487
572	0.6617804432
573	0.661718121
574	0.6616789522
575	0.6616051125
576	0.6615371525
577	0.6614310856
578	0.6613857865
579	0.6613360073
580	0.6612674957
581	0.661204592
582	0.6611532497
583	0.6611230775
584	0.6609881663
585	0.660942605
586	0.6608663501
587	0.660779343
588	0.6607223265
589	0.6606793606
590	0.6606320399
591	0.6605839173
592	0.6604891262
593	0.6604558697
594	0.6604003778
595	0.6603035977
596	0.6602596758
597	0.6602012677
598	0.6601633648
599	0.6600785419
600	0.6600309248
601	0.65994923
602	0.6599140144
603	0.6598390484
604	0.6597758171
605	0.6597082335
606	0.6596644545
607	0.6595986539
608	0.6595503099
609	0.6594904136
610	0.6594566423
611	0.6593861249
612	0.6593186925
613	0.6592734267
614	0.659191045
615	0.6591290527
616	0.6590954737
617	0.6590486416
618	0.6590085634
619	0.658946522
620	0.658910907
621	0.6588664043
622	0.6587989112
623	0.6587158314
624	0.6586688343
625	0.6586196773
626	0.6585793646
627	0.658537816
628	0.6584993269
629	0.658424681
630	0.6583781394
631	0.6583382858
632	0.6583050928
633	0.6582292787
634	0.6581829154
635	0.6581354892
636	0.6580976082
637	0.6580551952
638	0.6579664451
639	0.6579039859
640	0.6578465175
641	0.6577840805
642	0.6577214852
643	0.6576687
644	0.6576078285
645	0.6575729951
646	0.6575316548
647	0.6574620261
648	0.6574222955
649	0.6573678812
650	0.6573362314
651	0.6572733687
652	0.657230576
653	0.6571600081
654	0.6570366848
655	0.6569668688
656	0.6569233481
657	0.656887917
658	0.65683183
659	0.6567970792
660	0.6567550707
661	0.6567005501
662	0.6566294263
663	0.6565908488
664	0.6565264612
665	0.6564870064
666	0.6564235504
667	0.65632393
668	0.6562626401
669	0.656213291
670	0.6561788958
671	0.6561601609
672	0.6561186054
673	0.6560621248
674	0.6560251774
675	0.6559619793
676	0.6558926406
677	0.6558521358
678	0.6557954181
679	0.6557190589
680	0.6556655354
681	0.6556074788
682	0.6555759968
683	0.6555478774
684	0.6554961798
685	0.6554611998
686	0.65540421
687	0.6553627087
688	0.655320452
689	0.6552742629
690	0.655231432
691	0.6551742832
692	0.6551485992
693	0.6550919457
694	0.6550515246
695	0.6550003459
696	0.654958647
697	0.6549096242
698	0.6548764048
699	0.6548440092
700	0.6547509207
701	0.6547091672
702	0.654667702
703	0.654621655
704	0.6545734391
705	0.6545253869
706	0.6544885244
707	0.6544143833
708	0.6543749366
709	0.6543255122
710	0.6542910979
711	0.6542481873
712	0.6541918289
713	0.6541544921
714	0.6541218833
715	0.6540629234
716	0.6539983987
717	0.653930764
718	0.6538889232
719	0.6538201475
720	0.6537724814
721	0.6537177139
722	0.6536581949
723	0.6535597983
724	0.6535113873
725	0.6534473072
726	0.6533999977
727	0.6533438916
728	0.6533104998
729	0.6532563711
730	0.653188607
731	0.65311252
732	0.6530704305
733	0.6530009183
734	0.652928682
735	0.6528429327
736	0.6527891453
737	0.652762828
738	0.6527155043
739	0.6526227106
740	0.6525751565
741	0.6525333335
742	0.6524838836
743	0.6523908423
744	0.6523368079
745	0.6522981253
746	0.6522622289
747	0.6522002252
748	0.6521496994
749	0.6520583574
750	0.6520074301
751	0.6519659643
752	0.6519339929
753	0.6518767927
754	0.6518355751
755	0.6517841673
756	0.651725708
757	0.6516988536
758	0.6516497787
759	0.6515448932
760	0.6514891709
761	0.6514264482
762	0.6513721174
763	0.6513259562
764	0.6512965918
765	0.6512253199
766	0.6511825102
767	0.6511373722
768	0.6510795924
769	0.6510597276
770	0.6510226829
771	0.6509872973
772	0.6509368514
773	0.6508887332
774	0.6508630159
775	0.6508157806
776	0.650783779
777	0.6507304761
778	0.650693421
779	0.650644955
780	0.6506010104
781	0.6505675426
782	0.6505311997
783	0.650472666
784	0.650436542
785	0.6504095129
786	0.6503600567
787	0.6503022704
788	0.6502230798
789	0.6501934523
790	0.6501511031
791	0.6501120577
792	0.6500547418
793	0.6499985759
794	0.6499478904
795	0.6498825856
796	0.6498312137
797	0.649788769
798	0.6497398724
799	0.6496866759
800	0.649667789
801	0.6496311834
802	0.6495773579
803	0.6495257525
804	0.6494888379
805	0.6493843396
806	0.6493606529
807	0.6493114992
808	0.6492884163
809	0.6492563945
810	0.6492239656
811	0.649157096
812	0.6491072179
813	0.6490393085
814	0.6490046287
815	0.6489791864
816	0.6489388762
817	0.6488824812
818	0.648844639
819	0.648805357
820	0.6487625628
821	0.6487101116
822	0.6486676863
823	0.6486450383
824	0.6485883081
825	0.6485541219
826	0.6484891185
827	0.6484371298
828	0.6483720791
829	0.6483322298
830	0.648291441
831	0.6482514491
832	0.6482045786
833	0.6481502717
834	0.6481180449
835	0.6480739763
836	0.6480234652
837	0.6479783192
838	0.647936953
839	0.6479067685
840	0.6478511126
841	0.6478263432
842	0.6477980135
843	0.6477682406
844	0.6477256267
845	0.647677731
846	0.647597636
847	0.6475383617
848	0.6475052573
849	0.647475775
850	0.6474088563
851	0.6473843241
852	0.6473021451
853	0.6472770909
854	0.6472302779
855	0.6471992032
856	0.6471546748
857	0.6470974986
858	0.6470641943
859	0.6470253728
860	0.6470035787
861	0.6469629053
862	0.6469272358
863	0.6468936523
864	0.6468462123
865	0.6468018961
866	0.6467599008
867	0.646723363
868	0.6466578987
869	0.6466231978
870	0.6465729102
871	0.6465414709
872	0.6465013281
873	0.6464781199
874	0.6464230603
875	0.6463743253
876	0.6462875962
877	0.6462433838
878	0.6462069496
879	0.6461714932
880	0.6461366056
881	0.6461088852
882	0.6460756039
883	0.6460237667
884	0.6459417752
885	0.6458907303
886	0.6458460778
887	0.6458031252
888	0.6457677125
889	0.6457375555
890	0.6457087696
891	0.6456728722
892	0.6456242918
893	0.6455815753
894	0.6455391228
895	0.6454525792
896	0.6454234027
897	0.6453864332
898	0.6453519528
899	0.6453174457
900	0.6452707657
901	0.6452442547
902	0.6452192915
903	0.6451857137
904	0.6451479723
905	0.6451042245
906	0.6450684601
907	0.64503932
908	0.6450016596
909	0.6449722914
910	0.6449141581
911	0.6448703962
912	0.6448270545
913	0.6448043438
914	0.6447850128
915	0.644754489
916	0.6447205449
917	0.644703416
918	0.6446622084
919	0.6446307665
920	0.6445650606
921	0.6445261801
922	0.6444953993
923	0.6444344286
924	0.6443617061
925	0.6442968889
926	0.6442582521
927	0.6442028009
928	0.6441553811
929	0.6441187543
930	0.644079545
931	0.6440449696
932	0.6440198027
933	0.6439722977
934	0.6439011399
935	0.643856061
936	0.6438313638
937	0.643789029
938	0.6437584113
939	0.6437176713
940	0.6436885575
941	0.643661449
942	0.6436187168
943	0.6435767928
944	0.643520338
945	0.6434784997
946	0.6434469369
947	0.6434183164
948	0.6433888354
949	0.6433513231
950	0.643309587
951	0.6432719276
952	0.6432255159
953	0.6431864872
954	0.6431521425
955	0.6431273948
956	0.6430862224
957	0.6430554254
958	0.6430116313
959	0.6429705365
960	0.6429186017
961	0.6428822662
962	0.6428476548
963	0.6428146678
964	0.6427915198
965	0.6427593069
966	0.6427056937
967	0.6426769242
968	0.6426482017
969	0.6425905242
970	0.6425625614
971	0.6425136654
972	0.6424693188
973	0.6424450048
974	0.6424010899
975	0.6423707506
976	0.642308518
977	0.6422823087
978	0.6422347931
979	0.6421912163
980	0.6421702229
981	0.6421314657
982	0.642104642
983	0.6420808838
984	0.6420556288
985	0.6420220385
986	0.6419938774
987	0.641954377
988	0.6418776655
989	0.6418363474
990	0.6418041019
991	0.6417553332
992	0.6417250246
993	0.6416845749
994	0.6416466768
995	0.6415806489
996	0.6415331972
997	0.6414804019
998	0.6414387853
999	0.6413968103
1000	0.641368586
1001	0.6413178108
1002	0.6412824674
1003	0.6412460548
1004	0.6412091496
1005	0.6411651952
1006	0.6411433452
1007	0.6411155155
1008	0.6410661042
1009	0.641025054
1010	0.6409775563
1011	0.6409417956
1012	0.6409072486
1013	0.6408619923
1014	0.6408129921
1015	0.6407449075
1016	0.6407162503
1017	0.6406687616
1018	0.6406236463
1019	0.6405690507
1020	0.6405179449
1021	0.640469109
1022	0.6404116195
1023	0.6403772008
1024	0.6403409504
1025	0.6403012456
1026	0.6402765469
1027	0.6402046374
1028	0.6401398297
1029	0.640115649
1030	0.6400705003
1031	0.6400272625
1032	0.639994517
1033	0.6399574806
1034	0.6399172653
1035	0.6398324192
1036	0.6397975915
1037	0.639772803
1038	0.6397324353
1039	0.6396873335
1040	0.6396422153
1041	0.6395995259
1042	0.6395632708
1043	0.6395239478
1044	0.6394718625
1045	0.6394280278
1046	0.6393946001
1047	0.6393485547
1048	0.6393037125
1049	0.6392776446
1050	0.6392482789
1051	0.6392224583
1052	0.639190919
1053	0.6391439763
1054	0.6391155127
1055	0.639054306
1056	0.6389998181
1057	0.6389532214
1058	0.6389171145
1059	0.6388933299
1060	0.6388701607
1061	0.6388171457
1062	0.6387896086
1063	0.6387491524
1064	0.6387090462
1065	0.6386740318
1066	0.6386308041
1067	0.6385633697
1068	0.6385187535
1069	0.6384948977
1070	0.6384532716
1071	0.6383996878
1072	0.6383669448
1073	0.6383388776
1074	0.6382938702
1075	0.6382568239
1076	0.6382015518
1077	0.6381617352
1078	0.6381231914
1079	0.6380898873
1080	0.6380173724
1081	0.6379781084
1082	0.6379416099
1083	0.6379068126
1084	0.6378748851
1085	0.6378517269
1086	0.637827441
1087	0.6377909016
1088	0.6377533114
1089	0.6377236489
1090	0.6376945855
1091	0.6376581289
1092	0.63763057
1093	0.6376024987
1094	0.6375668724
1095	0.637543815
1096	0.6375045858
1097	0.6374748073
1098	0.6374429674
1099	0.6374065382
1100	0.6373701214
1101	0.6373300217
1102	0.6372927407
1103	0.6372469688
1104	0.6372062863
1105	0.6371611417
1106	0.6371290538
1107	0.6370835172
1108	0.6370352952
1109	0.6370040614
1110	0.6369343811
1111	0.6368966212
1112	0.6368682567
1113	0.6368375113
1114	0.6368147176
1115	0.6367491203
1116	0.6367230881
1117	0.6366993735
1118	0.6366617234
1119	0.6366311142
1120	0.636602808
1121	0.6365623178
1122	0.6365218072
1123	0.6365022566
1124	0.6364442129
1125	0.63640555
1126	0.6363685017
1127	0.6363190034
1128	0.6362964088
1129	0.6362607297
1130	0.6362313267
1131	0.6361939428
1132	0.6361666277
1133	0.6361355416
1134	0.636117795
1135	0.6360930766
1136	0.6360639962
1137	0.6360155919
1138	0.6359708997
1139	0.6359416298
1140	0.6359069764
1141	0.6358430295
1142	0.6357949074
1143	0.6357584407
1144	0.635734252
1145	0.6357044102
1146	0.6356510824
1147	0.6356069284
1148	0.635575632
1149	0.635541649
1150	0.6355027286
1151	0.6354763058
1152	0.6354268941
1153	0.6353847424
1154	0.6353395946
1155	0.6353074367
1156	0.6352570547
1157	0.6352097479
1158	0.6351776731
1159	0.6351415601
1160	0.635076642
1161	0.6350516196
1162	0.6349984436
1163	0.6349542583
1164	0.6349228496
1165	0.6348732008
1166	0.6348373799
1167	0.6348258335
1168	0.6347913476
1169	0.6347593705
1170	0.6347154824
1171	0.6346822739
1172	0.6346533388
1173	0.6346250668
1174	0.6345955865
1175	0.6345600375
1176	0.6345272697
1177	0.6345014513
1178	0.6344674292
1179	0.6344321309
1180	0.634397283
1181	0.6343530449
1182	0.6342917223
1183	0.6342637104
1184	0.6342173881
1185	0.6341756789
1186	0.634129114
1187	0.6340970217
1188	0.6340749625
1189	0.6340203486
1190	0.6340030242
1191	0.633980373
1192	0.6339354168
1193	0.6338800202
1194	0.6338085455
1195	0.633784743
1196	0.6337459199
1197	0.6336786625
1198	0.6336411067
1199	0.6336160492
1200	0.6335923169
1201	0.6335680021
1202	0.6335135817
1203	0.6334861367
1204	0.6334564844
1205	0.6334213242
1206	0.6333926362
1207	0.6333626347
1208	0.6333065182
1209	0.6332692658
1210	0.6332394964
1211	0.6331830313
1212	0.6331393479
1213	0.6331065083
1214	0.633075552
1215	0.6330413974
1216	0.6330127882
1217	0.6329873154
1218	0.6329592803
1219	0.6329175149
1220	0.6328724923
1221	0.6328353441
1222	0.6328041013
1223	0.6327698922
1224	0.6327295444
1225	0.6326960903
1226	0.632654814
1227	0.6326208189
1228	0.6325978501
1229	0.6325506783
1230	0.6325212696
1231	0.6324853126
1232	0.6324336345
1233	0.6324017847
1234	0.6323647521
1235	0.6323222859
1236	0.6322746269
1237	0.6322442525
1238	0.632205375
1239	0.6321684834
1240	0.6321310942
1241	0.6320963277
1242	0.6320622009
1243	0.6320264584
1244	0.6319977902
1245	0.6319763103
1246	0.6319492485
1247	0.6319079739
1248	0.6318877426
1249	0.6318603436
1250	0.6318426507
1251	0.6317966133
1252	0.6317682853
1253	0.6317488348
1254	0.6317003641
1255	0.6316752532
1256	0.6316519963
1257	0.6316176768
1258	0.631593074
1259	0.6315689807
1260	0.6315297097
1261	0.6314927763
1262	0.6314618823
1263	0.6314088048
1264	0.6313742926
1265	0.6313348216
1266	0.6312880596
1267	0.6312418485
1268	0.6312181012
1269	0.6311740957
1270	0.6311312124
1271	0.6311014632
1272	0.6310626197
1273	0.6310336956
1274	0.6310143947
1275	0.6309985816
1276	0.6309751182
1277	0.6309439667
1278	0.6309227896
1279	0.6308850605
1280	0.6308449128
1281	0.6307665646
1282	0.6307298955
1283	0.6307053597
1284	0.6306695745
1285	0.6306209764
1286	0.6305700353
1287	0.6305425003
1288	0.6305168143
1289	0.6304964322
1290	0.6304664584
1291	0.6304302172
1292	0.6304087111
1293	0.6303810586
1294	0.6303474432
1295	0.6303075391
1296	0.6302655118
1297	0.6302228343
1298	0.6301690512
1299	0.6301498497
1300	0.630110822
1301	0.6300423938
1302	0.6299754356
1303	0.6299353932
1304	0.6299050795
1305	0.6298620734
1306	0.6298358915
1307	0.6298123681
1308	0.6297588715
1309	0.6297173768
1310	0.6296732196
1311	0.6296269181
1312	0.6296025196
1313	0.6295707065
1314	0.6295303765
1315	0.6294952374
1316	0.6294693161
1317	0.6294010303
1318	0.6293591026
1319	0.629329027
1320	0.6292906067
1321	0.6292528547
1322	0.6292196932
1323	0.6291763082
1324	0.6291345766
1325	0.629110066
1326	0.6290733337
1327	0.6290518122
1328	0.6290111554
1329	0.628968841
1330	0.6289396477
1331	0.6289143378
1332	0.6288873667
1333	0.6288419531
1334	0.6287949723
1335	0.6287652671
1336	0.6287361596
1337	0.6286829934
1338	0.6286362262
1339	0.6285905866
1340	0.6285748856
1341	0.628544769
1342	0.6285152571
1343	0.6284856418
1344	0.6284558892
1345	0.6284245131
1346	0.6283995777
1347	0.6283605959
1348	0.628319351
1349	0.6282732239
1350	0.6282032455
1351	0.6281756368
1352	0.6281445063
1353	0.6281142501
1354	0.6280701212
1355	0.628023536
1356	0.6279810993
1357	0.6279423909
1358	0.627922414
1359	0.6279012147
1360	0.6278853504
1361	0.6278321929
1362	0.6277857753
1363	0.6277646322
1364	0.6277264695
1365	0.6276994352
1366	0.62767628
1367	0.6276518159
1368	0.6276093829
1369	0.6275630894
1370	0.6275045292
1371	0.6274821215
1372	0.6274442652
1373	0.6274011635
1374	0.6273466036
1375	0.6272958904
1376	0.6272598439
1377	0.6272154414
1378	0.6271886413
1379	0.6271519569
1380	0.6271073857
1381	0.627078143
1382	0.627031403
1383	0.6270050654
1384	0.6269685663
1385	0.6269308072
1386	0.6268825576
1387	0.6267717916
1388	0.626737942
1389	0.6266799355
1390	0.6266507758
1391	0.6266159797
1392	0.6265834661
1393	0.6265417497
1394	0.6265113743
1395	0.626476191
1396	0.6264367844
1397	0.6264024201
1398	0.6263736452
1399	0.6263058583
1400	0.6262790404
1401	0.6262174354
1402	0.6261725769
1403	0.6261515252
1404	0.6261230913
1405	0.6261046248
1406	0.6260823547
1407	0.6260544677
1408	0.6260097667
1409	0.6259941942
1410	0.6259566794
1411	0.6259182168
1412	0.6258785901
1413	0.6258500275
1414	0.6258297672
1415	0.6257949502
1416	0.6257295909
1417	0.6256837994
1418	0.6256607758
1419	0.6256104606
1420	0.6255677818
1421	0.6255501242
1422	0.6255183778
1423	0.625478118
1424	0.6254568819
1425	0.6254163139
1426	0.6253806107
1427	0.6253584396
1428	0.6253277192
1429	0.62529406
1430	0.6252705121
1431	0.6252320598
1432	0.6252133648
1433	0.625183732
1434	0.6251320525
1435	0.6250867724
1436	0.6250700732
1437	0.6250415627
1438	0.6250161036
1439	0.6249810268
1440	0.6249592015
1441	0.6249169851
1442	0.6248524863
1443	0.624822953
1444	0.6247836228
1445	0.6247310535
1446	0.6246862893
1447	0.6246601006
1448	0.6246194293
1449	0.6245689415
1450	0.624550418
1451	0.6245074922
1452	0.6244725807
1453	0.6244430063
1454	0.6244119438
1455	0.6243633808
1456	0.6243327553
1457	0.6242897831
1458	0.624252956
1459	0.6242198106
1460	0.624198829
1461	0.6241605314
1462	0.6241230751
1463	0.6240971866
1464	0.6240718404
1465	0.6240160432
1466	0.6239972938
1467	0.6239772041
1468	0.6239070487
1469	0.623858953
1470	0.6238314131
1471	0.6238054756
1472	0.6237865308
1473	0.6237589684
1474	0.6237306802
1475	0.6236851581
1476	0.6236635206
1477	0.6236380828
1478	0.623609771
1479	0.6235820019
1480	0.623554617
1481	0.6235011357
1482	0.6234776599
1483	0.6234381137
1484	0.623408776
1485	0.6233855451
1486	0.623341679
1487	0.6233204267
1488	0.6232740811
1489	0.6232364405
1490	0.6232095454
1491	0.6231896964
1492	0.6231606988
1493	0.6231075488
1494	0.6230890119
1495	0.6230483236
1496	0.6230221182
1497	0.6229824981
1498	0.6229676822
1499	0.6229510976
1500	0.622905885
1501	0.6228811656
1502	0.6228343485
1503	0.6228056845
1504	0.6227732707
1505	0.6227342294
1506	0.6226860059
1507	0.6226416448
1508	0.6226198057
1509	0.6225891699
1510	0.6225502795
1511	0.6225256439
1512	0.6224830287
1513	0.6224489069
1514	0.6224139135
